name	group	af3_id1	af3_id2	pair_tokens	pair_iptm_mean	string_experimental	string_combined_score	pair_iptm_mean_corrected
pools_2k_0d4ebc1	pools_2k	aac71278.2	aac71457.1	707	0.088	0	0	0.008601322075986309
pools_2k_0d4ebc1	pools_2k	aac71278.2	aac71483.1	858	0.098	0	0	0.006867381803991379
pools_2k_0d4ebc1	pools_2k	aac71278.2	aac71488.1	1359	0.242	0	0	0.11798231276122784
pools_2k_0d4ebc1	pools_2k	aac71374.1	aac71428.1	325	0.05	0	0	0.00777989519307444
pools_2k_0d4ebc1	pools_2k	aac71374.1	aac71457.1	284	0.09	0	0	0.052884223776344955
pools_2k_0d4ebc1	pools_2k	aac71374.1	aac71483.1	435	0.07	0	0	0.015495632047847374
pools_2k_0d4ebc1	pools_2k	aac71374.1	aac71488.1	936	0.268	0	581	0.17121146491091505
pools_2k_0d4ebc1	pools_2k	aac71428.1	aac71457.1	321	0.048	0	0	0.006263135059266012
pools_2k_0d4ebc1	pools_2k	aac71428.1	aac71483.1	472	0.06	0	0	0.0017224703316862933
pools_2k_0d4ebc1	pools_2k	aac71428.1	aac71488.1	973	0.11599999999999999	0	0	0.016611089219008418
pools_2k_0d4ebc1	pools_2k	aac71457.1	aac71483.1	431	0.06	0	191	0.005913000044914282
pools_2k_0d4ebc1	pools_2k	aac71457.1	aac71488.1	932	0.11599999999999999	0	0	0.01949564179364835
pools_2k_0d4ebc1	pools_2k	aac71483.1	aac71488.1	1083	0.118	0	406	0.011159418898111534
pools_2k_0d948af	pools_2k	aac71565.2	aac72463.1	1687	0.15	0	0	0.007707283911804558
pools_2k_0d948af	pools_2k	aac71565.2	aac72484.1	1677	0.17400000000000002	0	186	0.032236690605138146
pools_2k_0d948af	pools_2k	aac72463.1	aac72484.1	780	0.11400000000000002	0	275	0.028786783325626772
pools_2k_0d9a053	pools_2k	aac71323.2	aac71346.1	459	0.062	0	0	0.0050307362840922715
pools_2k_0d9a053	pools_2k	aac71323.2	aac71469.1	697	0.09	0	0	0.011420797892755047
pools_2k_0d9a053	pools_2k	aac71323.2	aac71522.2	611	0.07	0	276	-0.0012737586778056448
pools_2k_0d9a053	pools_2k	aac71323.2	aac71628.1	479	0.066	0	0	0.007025478538449106
pools_2k_0d9a053	pools_2k	aac71323.2	aac72484.1	585	0.14	0	0	0.07103485019117219
pools_2k_0d9a053	pools_2k	aac71346.1	aac71469.1	756	0.09	0	0	0.006667164222064453
pools_2k_0d9a053	pools_2k	aac71346.1	aac71522.2	670	0.08	0	378	0.0036632213595596125
pools_2k_0d9a053	pools_2k	aac71346.1	aac71628.1	538	0.07	0	0	0.0053422984862326744
pools_2k_0d9a053	pools_2k	aac71346.1	aac72484.1	644	0.08	0	0	0.005865710950628211
pools_2k_0d9a053	pools_2k	aac71469.1	aac71522.2	908	0.1	0	0	0.005213662953222981
pools_2k_0d9a053	pools_2k	aac71469.1	aac71628.1	776	0.14200000000000002	0	231	0.05709815026334589
pools_2k_0d9a053	pools_2k	aac71469.1	aac72484.1	882	0.164	0	164	0.07110067741469275
pools_2k_0d9a053	pools_2k	aac71522.2	aac71628.1	690	0.08	0	392	0.0019979338512389616
pools_2k_0d9a053	pools_2k	aac71522.2	aac72484.1	796	0.09	0	0	0.003549228598925022
pools_2k_0d9a053	pools_2k	aac71628.1	aac72484.1	664	0.084	0	205	0.008167640288313335
pools_2k_0dfb8b9	pools_2k	aac71218.2	aac71265.2	548	0.07200000000000001	0	0	0.006410532973123689
pools_2k_0dfb8b9	pools_2k	aac71218.2	aac71330.1	519	0.07600000000000001	0	0	0.013136827944712742
pools_2k_0dfb8b9	pools_2k	aac71218.2	aac71346.1	569	0.07	0	0	0.002481103802465287
pools_2k_0dfb8b9	pools_2k	aac71218.2	aac71347.1	427	0.086	0	0	0.03233230931990405
pools_2k_0dfb8b9	pools_2k	aac71218.2	aac71483.1	601	0.07800000000000001	0	0	0.007608242829823128
pools_2k_0dfb8b9	pools_2k	aac71218.2	aac71522.2	721	0.08	0	0	-0.0005362687778413117
pools_2k_0dfb8b9	pools_2k	aac71218.2	aac71628.1	589	0.142	105	202	0.07267638786829332
pools_2k_0dfb8b9	pools_2k	aac71265.2	aac71330.1	447	0.064	0	0	0.008254911585591163
pools_2k_0dfb8b9	pools_2k	aac71265.2	aac71346.1	497	0.068	0	0	0.007256253793650316
pools_2k_0dfb8b9	pools_2k	aac71265.2	aac71347.1	355	0.05	0	0	0.004246522248422618
pools_2k_0dfb8b9	pools_2k	aac71265.2	aac71483.1	529	0.07	0	0	0.006188319409430917
pools_2k_0dfb8b9	pools_2k	aac71265.2	aac71522.2	649	0.08	0	0	0.0054387496671226415
pools_2k_0dfb8b9	pools_2k	aac71265.2	aac71628.1	517	0.07	0	0	0.00732762306447661
pools_2k_0dfb8b9	pools_2k	aac71330.1	aac71346.1	468	0.06	0	0	0.002123073139767187
pools_2k_0dfb8b9	pools_2k	aac71330.1	aac71347.1	326	0.046000000000000006	0	0	0.0036595506020185645
pools_2k_0dfb8b9	pools_2k	aac71330.1	aac71483.1	500	0.07200000000000001	0	186	0.010964517064989188
pools_2k_0dfb8b9	pools_2k	aac71330.1	aac71522.2	620	0.07600000000000001	205	610	0.003938591233090524
pools_2k_0dfb8b9	pools_2k	aac71330.1	aac71628.1	488	0.066	0	202	0.006136787262785534
pools_2k_0dfb8b9	pools_2k	aac71346.1	aac71347.1	376	0.052000000000000005	0	827	0.0038613356315943953
pools_2k_0dfb8b9	pools_2k	aac71346.1	aac71483.1	550	0.07	0	0	0.004225202878536713
pools_2k_0dfb8b9	pools_2k	aac71346.1	aac71522.2	670	0.08	0	378	0.0036632213595596125
pools_2k_0dfb8b9	pools_2k	aac71346.1	aac71628.1	538	0.07600000000000001	0	0	0.01134229848623268
pools_2k_0dfb8b9	pools_2k	aac71347.1	aac71483.1	408	0.052000000000000005	0	0	0.0003513981129940613
pools_2k_0dfb8b9	pools_2k	aac71347.1	aac71522.2	528	0.064	0	0	0.00028276452374598193
pools_2k_0dfb8b9	pools_2k	aac71347.1	aac71628.1	396	0.052000000000000005	0	0	0.0016509159880160884
pools_2k_0dfb8b9	pools_2k	aac71483.1	aac71522.2	702	0.08600000000000001	0	257	0.007010330387138039
pools_2k_0dfb8b9	pools_2k	aac71483.1	aac71628.1	570	0.08	0	0	0.012390121877452684
pools_2k_0dfb8b9	pools_2k	aac71522.2	aac71628.1	690	0.08	0	392	0.0019979338512389616
pools_2k_0e6b137	pools_2k	aac71374.1	aac71439.1	490	0.066	0	0	0.005940416088596814
pools_2k_0e6b137	pools_2k	aac71374.1	aac71557.1	981	0.11399999999999999	0	260	0.014055382613750028
pools_2k_0e6b137	pools_2k	aac71374.1	aac71625.1	710	0.096	0	0	0.016356611063115548
pools_2k_0e6b137	pools_2k	aac71374.1	aac71637.1	369	0.064	0	0	0.016648819449418498
pools_2k_0e6b137	pools_2k	aac71439.1	aac71557.1	1183	0.12	0	0	0.006707442197019325
pools_2k_0e6b137	pools_2k	aac71439.1	aac71625.1	912	0.14600000000000002	0	0	0.05092576306170851
pools_2k_0e6b137	pools_2k	aac71439.1	aac71637.1	571	0.07600000000000001	0	0	0.008299219726203802
pools_2k_0e6b137	pools_2k	aac71557.1	aac71625.1	1403	0.16000000000000003	0	0	0.03341149341607899
pools_2k_0e6b137	pools_2k	aac71557.1	aac71637.1	1062	0.11200000000000002	0	0	0.006551702767724155
pools_2k_0e6b137	pools_2k	aac71625.1	aac71637.1	791	0.098	0	0	0.011934617338820439
pools_2k_0e8e4a7	pools_2k	aac71410.1	aac71584.1	1751	0.21399999999999997	0	313	0.06835560201047652
pools_2k_0e8e4a7	pools_2k	aac71410.1	aac72476.1	1778	0.22799999999999998	0	0	0.08096001134985853
pools_2k_0e8e4a7	pools_2k	aac71584.1	aac72476.1	641	0.082	0	0	0.008122683615594928
pools_2k_0e9ee80	pools_2k	aac71469.1	aac71505.1	980	0.1	0	168	0.00012472170714061814
pools_2k_0e9ee80	pools_2k	aac71469.1	aac71520.1	1479	0.164	0	0	0.03306417644071974
pools_2k_0e9ee80	pools_2k	aac71505.1	aac71520.1	1465	0.136	0	0	0.005856453903621245
pools_2k_0ef6b3f	pools_2k	aac71404.1	aac71520.1	1683	0.158	0	0	0.01591885779594382
pools_2k_0ef6b3f	pools_2k	aac71404.1	aac71532.1	969	0.10400000000000001	0	456	0.00488979921850996
pools_2k_0ef6b3f	pools_2k	aac71520.1	aac71532.1	1250	0.14200000000000002	185	321	0.024536233977565547
pools_2k_0f4c119	pools_2k	aac71348.1	aac71411.2	1537	0.182	0	0	0.04782115853988694
pools_2k_0f4c119	pools_2k	aac71348.1	aac71492.1	820	0.1	0	0	0.011715987943224593
pools_2k_0f4c119	pools_2k	aac71348.1	aac71555.1	696	0.194	0	0	0.11550306787648792
pools_2k_0f4c119	pools_2k	aac71411.2	aac71492.1	1389	0.14200000000000002	0	0	0.016225051632142745
pools_2k_0f4c119	pools_2k	aac71411.2	aac71555.1	1265	0.20600000000000002	0	0	0.08761781439088284
pools_2k_0f4c119	pools_2k	aac71492.1	aac71555.1	548	0.07	0	0	0.0044105329731236875
pools_2k_106c466	pools_2k	aac71278.2	aac71303.1	878	0.10400000000000001	0	0	0.011393443576757534
pools_2k_106c466	pools_2k	aac71278.2	aac71321.1	847	0.098	0	154	0.007685375006648787
pools_2k_106c466	pools_2k	aac71278.2	aac71488.1	1359	0.13	0	0	0.005982312761227848
pools_2k_106c466	pools_2k	aac71278.2	aac71560.1	640	0.22200000000000003	0	0	0.14820847474988058
pools_2k_106c466	pools_2k	aac71303.1	aac71321.1	591	0.09	0	409	0.02049761315524265
pools_2k_106c466	pools_2k	aac71303.1	aac71488.1	1103	0.122	0	0	0.013845930010751323
pools_2k_106c466	pools_2k	aac71303.1	aac71560.1	384	0.062	0	0	0.012970277274098219
pools_2k_106c466	pools_2k	aac71321.1	aac71488.1	1072	0.182	0	0	0.07588701004161041
pools_2k_106c466	pools_2k	aac71321.1	aac71560.1	353	0.068	0	0	0.02247731955788375
pools_2k_106c466	pools_2k	aac71488.1	aac71560.1	865	0.10800000000000001	0	0	0.01634956845877586
pools_2k_10b2ce8	pools_2k	aac71322.1	aac71446.1	1214	0.124	0	0	0.008763185072888147
pools_2k_10b2ce8	pools_2k	aac71322.1	aac71568.1	1071	0.144	0	0	0.037953339410939035
pools_2k_10b2ce8	pools_2k	aac71322.1	aac72451.2	1232	0.14	0	240	0.023645642284535306
pools_2k_10b2ce8	pools_2k	aac71446.1	aac71568.1	835	0.1	0	0	0.010583812681426052
pools_2k_10b2ce8	pools_2k	aac71446.1	aac72451.2	996	0.10600000000000001	0	0	0.005019506088703857
pools_2k_10b2ce8	pools_2k	aac71568.1	aac72451.2	853	0.132	0	0	0.04123854286268466
pools_2k_10c01e9	pools_2k	aac71303.1	aac71322.1	1036	0.10600000000000001	0	269	0.0022946967414866626
pools_2k_10c01e9	pools_2k	aac71303.1	aac71618.1	971	0.13	0	0	0.030750372460205844
pools_2k_10c01e9	pools_2k	aac71303.1	aac71628.1	590	0.07800000000000001	0	0	0.008586962635749082
pools_2k_10c01e9	pools_2k	aac71322.1	aac71618.1	1385	0.14600000000000002	0	162	0.020458249093083553
pools_2k_10c01e9	pools_2k	aac71322.1	aac71628.1	1004	0.11199999999999999	0	0	0.010470227336592197
pools_2k_10c01e9	pools_2k	aac71618.1	aac71628.1	939	0.1	0	223	0.002998730522376203
pools_2k_10c16e1	pools_2k	aac71278.2	aac71410.1	2011	0.22799999999999998	0	0	0.06933171378662734
pools_2k_11458ff	pools_2k	aac71307.1	aac71402.1	1295	0.138	0	0	0.017797167728671043
pools_2k_11458ff	pools_2k	aac71307.1	aac71622.1	1094	0.132	162	565	0.024435513528044628
pools_2k_11458ff	pools_2k	aac71307.1	aac72458.2	1085	0.21000000000000002	0	170	0.10302752723500189
pools_2k_11458ff	pools_2k	aac71402.1	aac71622.1	1013	0.14	0	0	0.037854898054188985
pools_2k_11458ff	pools_2k	aac71402.1	aac72458.2	1004	0.11000000000000001	0	0	0.008470227336592223
pools_2k_11458ff	pools_2k	aac71622.1	aac72458.2	803	0.09	0	471	0.0030117121113168582
pools_2k_116eed7	pools_2k	aac71225.1	aac71230.1	885	0.1	0	0	0.006881538211535171
pools_2k_116eed7	pools_2k	aac71225.1	aac71244.1	463	0.06	0	0	0.0026262419019546096
pools_2k_116eed7	pools_2k	aac71225.1	aac71419.1	479	0.066	0	0	0.007025478538449106
pools_2k_116eed7	pools_2k	aac71225.1	aac71492.1	598	0.10400000000000001	0	0	0.03387427180700804
pools_2k_116eed7	pools_2k	aac71225.1	aac71521.1	582	0.07400000000000001	0	0	0.005304501869135517
pools_2k_116eed7	pools_2k	aac71230.1	aac71244.1	824	0.156	0	288	0.06741306905948796
pools_2k_116eed7	pools_2k	aac71230.1	aac71419.1	840	0.1	0	0	0.010208684212889646
pools_2k_116eed7	pools_2k	aac71230.1	aac71492.1	959	0.11000000000000001	0	0	0.011589101406915076
pools_2k_116eed7	pools_2k	aac71230.1	aac71521.1	943	0.10800000000000001	0	0	0.010715612596052776
pools_2k_116eed7	pools_2k	aac71244.1	aac71419.1	418	0.08399999999999999	0	0	0.03128299566319255
pools_2k_116eed7	pools_2k	aac71244.1	aac71492.1	537	0.07	0	0	0.005435949558992043
pools_2k_116eed7	pools_2k	aac71244.1	aac71521.1	521	0.068	0	0	0.004946400092803532
pools_2k_116eed7	pools_2k	aac71419.1	aac71492.1	553	0.07200000000000001	0	0	0.005947838399610134
pools_2k_116eed7	pools_2k	aac71419.1	aac71521.1	537	0.07400000000000001	0	0	0.009435949558992046
pools_2k_116eed7	pools_2k	aac71492.1	aac71521.1	656	0.22600000000000003	0	537	0.15084375744602116
pools_2k_1192215	pools_2k	aac71347.1	aac71485.1	408	0.08199999999999999	0	0	0.030351398112994046
pools_2k_1192215	pools_2k	aac71347.1	aac71492.1	453	0.08199999999999999	0	0	0.025640797087868372
pools_2k_1192215	pools_2k	aac71347.1	aac71563.2	1387	0.154	0	0	0.0283416083298893
pools_2k_1192215	pools_2k	aac71485.1	aac71492.1	627	0.086	0	0	0.013329919034481164
pools_2k_1192215	pools_2k	aac71485.1	aac71563.2	1561	0.17	0	0	0.03449715015718244
pools_2k_1192215	pools_2k	aac71492.1	aac71563.2	1606	0.168	0	0	0.030041783325340993
pools_2k_12aa322	pools_2k	aac71318.1	aac71359.1	1008	0.128	0	211	0.02619640860183406
pools_2k_12aa322	pools_2k	aac71318.1	aac71438.1	591	0.13	0	186	0.06049761315524266
pools_2k_12aa322	pools_2k	aac71318.1	aac71584.1	784	0.36199999999999993	0	0	0.2764762137463483
pools_2k_12aa322	pools_2k	aac71318.1	aac71593.1	1144	0.12	0	0	0.009189995644444032
pools_2k_12aa322	pools_2k	aac71359.1	aac71438.1	645	0.086	0	0	0.011780186456180106
pools_2k_12aa322	pools_2k	aac71359.1	aac71584.1	838	0.11199999999999999	0	0	0.022358601265799805
pools_2k_12aa322	pools_2k	aac71359.1	aac71593.1	1198	0.14400000000000002	0	0	0.029763532043831448
pools_2k_12aa322	pools_2k	aac71438.1	aac71584.1	421	0.07400000000000001	0	0	0.020964973117218358
pools_2k_12aa322	pools_2k	aac71438.1	aac71593.1	781	0.09	0	0	0.0047090664178531805
pools_2k_12aa322	pools_2k	aac71584.1	aac71593.1	974	0.10400000000000001	0	0	0.004541501279025945
pools_2k_12cfe17	pools_2k	aac71253.1	aac71303.1	761	0.09	0	0	0.0062729840766673345
pools_2k_12cfe17	pools_2k	aac71253.1	aac71489.1	565	0.07	0	0	0.002845833461934441
pools_2k_12cfe17	pools_2k	aac71253.1	aac71505.1	933	0.1	0	0	0.0034245404939985957
pools_2k_12cfe17	pools_2k	aac71253.1	aac71623.1	974	0.10600000000000001	0	0	0.006541501279025946
pools_2k_12cfe17	pools_2k	aac71253.1	aac72448.1	591	0.07	0	0	0.0004976131552426599
pools_2k_12cfe17	pools_2k	aac71303.1	aac71489.1	426	0.06	0	0	0.006437443153474859
pools_2k_12cfe17	pools_2k	aac71303.1	aac71505.1	794	0.09	0	0	0.003703238435872197
pools_2k_12cfe17	pools_2k	aac71303.1	aac71623.1	835	0.09	0	0	0.0005838126814260436
pools_2k_12cfe17	pools_2k	aac71303.1	aac72448.1	452	0.06	0	0	0.0037428658195829273
pools_2k_12cfe17	pools_2k	aac71489.1	aac71505.1	598	0.07	0	0	-0.00012572819299196125
pools_2k_12cfe17	pools_2k	aac71489.1	aac71623.1	639	0.078	0	0	0.004294332934712139
pools_2k_12cfe17	pools_2k	aac71489.1	aac72448.1	256	0.04	0	0	0.0065852673377464685
pools_2k_12cfe17	pools_2k	aac71505.1	aac71623.1	1007	0.10800000000000001	0	0	0.006264812276031345
pools_2k_12cfe17	pools_2k	aac71505.1	aac72448.1	624	0.078	0	0	0.005590360334038591
pools_2k_12cfe17	pools_2k	aac71623.1	aac72448.1	665	0.096	0	0	0.020083412677462387
pools_2k_13615af	pools_2k	aac71229.2	aac71303.1	584	0.084	0	0	0.01512465709538284
pools_2k_13615af	pools_2k	aac71229.2	aac71323.2	473	0.064	0	159	0.005622585142112349
pools_2k_13615af	pools_2k	aac71229.2	aac71359.1	804	0.10600000000000001	0	0	0.018935115593878726
pools_2k_13615af	pools_2k	aac71229.2	aac71428.1	454	0.06	0	0	0.0035388409527615655
pools_2k_13615af	pools_2k	aac71229.2	aac71637.1	498	0.06	0	0	-0.0008410893698731076
pools_2k_13615af	pools_2k	aac71229.2	aac72458.2	670	0.08	0	261	0.0036632213595596125
pools_2k_13615af	pools_2k	aac71303.1	aac71323.2	511	0.07	0	362	0.007902233467046424
pools_2k_13615af	pools_2k	aac71303.1	aac71359.1	842	0.10200000000000001	0	0	0.012058945526680465
pools_2k_13615af	pools_2k	aac71303.1	aac71428.1	492	0.06	0	0	-0.00025555473536363615
pools_2k_13615af	pools_2k	aac71303.1	aac71637.1	536	0.078	0	186	0.013529687870813989
pools_2k_13615af	pools_2k	aac71303.1	aac72458.2	708	0.08	0	0	0.0005196941524758664
pools_2k_13615af	pools_2k	aac71323.2	aac71359.1	731	0.092	0	0	0.01065791462451407
pools_2k_13615af	pools_2k	aac71323.2	aac71428.1	381	0.072	0	0	0.023303326411888925
pools_2k_13615af	pools_2k	aac71323.2	aac71637.1	425	0.066	0	0	0.0125427004561499
pools_2k_13615af	pools_2k	aac71323.2	aac72458.2	597	0.10999999999999999	0	186	0.039963096359274974
pools_2k_13615af	pools_2k	aac71359.1	aac71428.1	712	0.082	0	150	0.002193757506945712
pools_2k_13615af	pools_2k	aac71359.1	aac71637.1	756	0.098	0	0	0.01466716422206446
pools_2k_13615af	pools_2k	aac71359.1	aac72458.2	928	0.10200000000000001	0	292	0.00578042915514701
pools_2k_13615af	pools_2k	aac71428.1	aac71637.1	406	0.05	0	0	-0.0014333559003512353
pools_2k_13615af	pools_2k	aac71428.1	aac72458.2	578	0.22400000000000003	0	227	0.15566512085182
pools_2k_13615af	pools_2k	aac71637.1	aac72458.2	622	0.07800000000000001	0	0	0.005764335819105515
pools_2k_1361f7c	pools_2k	aac71312.2	aac71348.1	952	0.1	0	184	0.0020807846036739186
pools_2k_1361f7c	pools_2k	aac71312.2	aac71398.1	742	0.09	0	156	0.007777856653413198
pools_2k_1361f7c	pools_2k	aac71312.2	aac71407.1	797	0.1	0	0	0.013472296235387093
pools_2k_1361f7c	pools_2k	aac71312.2	aac71505.1	951	0.10400000000000001	0	264	0.006151172431413832
pools_2k_1361f7c	pools_2k	aac71348.1	aac71398.1	758	0.14400000000000002	0	0	0.06050933620704739
pools_2k_1361f7c	pools_2k	aac71348.1	aac71407.1	813	0.194	0	0	0.10624787924333585
pools_2k_1361f7c	pools_2k	aac71348.1	aac71505.1	967	0.1	0	0	0.00102936993847616
pools_2k_1361f7c	pools_2k	aac71398.1	aac71407.1	603	0.3539999999999999	0	0	0.2834312588961104
pools_2k_1361f7c	pools_2k	aac71398.1	aac71505.1	757	0.08	0	0	-0.003411775846881765
pools_2k_1361f7c	pools_2k	aac71407.1	aac71505.1	812	0.09	0	651	0.0023240503524929734
pools_2k_13b9b90	pools_2k	aac71230.1	aac71322.1	1348	0.14	0	0	0.01663149465031391
pools_2k_13b9b90	pools_2k	aac71230.1	aac71404.1	1324	0.13	0	0	0.00805714930480747
pools_2k_13b9b90	pools_2k	aac71322.1	aac71404.1	1426	0.18200000000000002	0	0	0.05408369577637434
pools_2k_13db759	pools_2k	aac71318.1	aac71346.1	736	0.09	0	186	0.008257073271203674
pools_2k_13db759	pools_2k	aac71318.1	aac71379.1	599	0.082	0	196	0.011785521491764747
pools_2k_13db759	pools_2k	aac71318.1	aac71483.1	768	0.134	0	0	0.0497233009867693
pools_2k_13db759	pools_2k	aac71318.1	aac71620.2	1020	0.176	77	400	0.0733781960959474
pools_2k_13db759	pools_2k	aac71318.1	aac72476.1	811	0.11000000000000001	0	0	0.022400268379500946
pools_2k_13db759	pools_2k	aac71346.1	aac71379.1	381	0.05399999999999999	0	0	0.005303326411888923
pools_2k_13db759	pools_2k	aac71346.1	aac71483.1	550	0.07	0	0	0.004225202878536713
pools_2k_13db759	pools_2k	aac71346.1	aac71620.2	802	0.098	0	0	0.011088356337593183
pools_2k_13db759	pools_2k	aac71346.1	aac72476.1	593	0.07	0	0	0.000319140682422947
pools_2k_13db759	pools_2k	aac71379.1	aac71483.1	413	0.06799999999999999	0	0	0.015815580011862784
pools_2k_13db759	pools_2k	aac71379.1	aac71620.2	665	0.08800000000000001	137	181	0.012083412677462393
pools_2k_13db759	pools_2k	aac71379.1	aac72476.1	456	0.064	0	0	0.007335264987168813
pools_2k_13db759	pools_2k	aac71483.1	aac71620.2	834	0.10400000000000001	0	227	0.014658973031253242
pools_2k_13db759	pools_2k	aac71483.1	aac72476.1	625	0.09	0	0	0.01750347714419788
pools_2k_13db759	pools_2k	aac71620.2	aac72476.1	877	0.11400000000000002	0	0	0.021466739260223133
pools_2k_1435a31	pools_2k	aac71520.1	aac71532.1	1250	0.12	185	321	0.0025362339775655274
pools_2k_1435a31	pools_2k	aac71520.1	aac71633.1	1274	0.14200000000000002	0	0	0.023069374819465777
pools_2k_1435a31	pools_2k	aac71520.1	aac72448.1	1123	0.11199999999999999	0	0	0.0025442964438461557
pools_2k_1435a31	pools_2k	aac71520.1	aac72484.1	1367	0.136	0	0	0.011511829181855338
pools_2k_1435a31	pools_2k	aac71532.1	aac71633.1	560	0.07200000000000001	0	0	0.005303565970102356
pools_2k_1435a31	pools_2k	aac71532.1	aac72448.1	409	0.055999999999999994	0	0	0.004243972956572167
pools_2k_1435a31	pools_2k	aac71532.1	aac72484.1	653	0.09000000000000001	0	0	0.015098363460272046
pools_2k_1435a31	pools_2k	aac71633.1	aac72448.1	433	0.06	0	0	0.005704075070822712
pools_2k_1435a31	pools_2k	aac71633.1	aac72484.1	677	0.17600000000000002	256	565	0.09907757877322834
pools_2k_1435a31	pools_2k	aac72448.1	aac72484.1	526	0.066	0	0	0.002471923444446994
pools_2k_155e359	pools_2k	aac71265.2	aac71302.1	528	0.07	0	0	0.006282764523745987
pools_2k_155e359	pools_2k	aac71265.2	aac71330.1	447	0.06	0	0	0.004254911585591159
pools_2k_155e359	pools_2k	aac71265.2	aac71347.1	355	0.05	0	0	0.004246522248422618
pools_2k_155e359	pools_2k	aac71265.2	aac71438.1	352	0.052000000000000005	0	0	0.006592963394751489
pools_2k_155e359	pools_2k	aac71265.2	aac71557.1	1075	0.11200000000000002	0	0	0.00568820734079753
pools_2k_155e359	pools_2k	aac71265.2	aac71633.1	530	0.07	0	0	0.006093963520602444
pools_2k_155e359	pools_2k	aac71302.1	aac71330.1	499	0.07	0	0	0.009061665151738521
pools_2k_155e359	pools_2k	aac71302.1	aac71347.1	407	0.054000000000000006	0	0	0.0024589549987568265
pools_2k_155e359	pools_2k	aac71302.1	aac71438.1	404	0.066	0	186	0.014782420904964982
pools_2k_155e359	pools_2k	aac71302.1	aac71557.1	1127	0.132	0	0	0.02228536437249956
pools_2k_155e359	pools_2k	aac71302.1	aac71633.1	582	0.088	0	0	0.0193045018691355
pools_2k_155e359	pools_2k	aac71330.1	aac71347.1	326	0.046000000000000006	0	0	0.0036595506020185645
pools_2k_155e359	pools_2k	aac71330.1	aac71438.1	323	0.048	0	0	0.0060211410988171565
pools_2k_155e359	pools_2k	aac71330.1	aac71557.1	1046	0.11199999999999999	0	0	0.007621754436379746
pools_2k_155e359	pools_2k	aac71330.1	aac71633.1	501	0.06999999999999999	0	403	0.008867466077849606
pools_2k_155e359	pools_2k	aac71347.1	aac71438.1	231	0.052000000000000005	0	0	0.02206491820318171
pools_2k_155e359	pools_2k	aac71347.1	aac71557.1	954	0.10599999999999998	0	0	0.007940119766134263
pools_2k_155e359	pools_2k	aac71347.1	aac71633.1	409	0.134	0	0	0.08224397295657218
pools_2k_155e359	pools_2k	aac71438.1	aac71557.1	951	0.11000000000000001	0	0	0.012151172431413837
pools_2k_155e359	pools_2k	aac71438.1	aac71633.1	406	0.07800000000000001	0	0	0.026566644099648776
pools_2k_155e359	pools_2k	aac71557.1	aac71633.1	1129	0.124	0	329	0.014156070652107
pools_2k_164e6b4	pools_2k	aac71265.2	aac71321.1	518	0.066	0	0	0.003232179463269119
pools_2k_164e6b4	pools_2k	aac71265.2	aac71323.2	438	0.068	0	0	0.013183863919604383
pools_2k_164e6b4	pools_2k	aac71265.2	aac71439.1	584	0.07	0	0	0.0011246570953828416
pools_2k_164e6b4	pools_2k	aac71265.2	aac71610.1	486	0.062	0	0	0.0023335612509091663
pools_2k_164e6b4	pools_2k	aac71265.2	aac72477.1	940	0.1	0	0	0.0029278945977757875
pools_2k_164e6b4	pools_2k	aac71321.1	aac71323.2	480	0.066	0	723	0.006926325118762844
pools_2k_164e6b4	pools_2k	aac71321.1	aac71439.1	626	0.07800000000000001	0	0	0.005416663433150892
pools_2k_164e6b4	pools_2k	aac71321.1	aac71610.1	528	0.07	0	0	0.006282764523745987
pools_2k_164e6b4	pools_2k	aac71321.1	aac72477.1	982	0.10800000000000001	0	0	0.007986078852388445
pools_2k_164e6b4	pools_2k	aac71323.2	aac71439.1	546	0.07	0	0	0.00459620157101269
pools_2k_164e6b4	pools_2k	aac71323.2	aac71610.1	448	0.06	0	0	0.004152274221092905
pools_2k_164e6b4	pools_2k	aac71323.2	aac72477.1	902	0.15	0	186	0.05564670443600794
pools_2k_164e6b4	pools_2k	aac71439.1	aac71610.1	594	0.07400000000000001	0	0	0.004230017308172712
pools_2k_164e6b4	pools_2k	aac71439.1	aac72477.1	1048	0.11000000000000001	0	0	0.0054875525414274096
pools_2k_164e6b4	pools_2k	aac71610.1	aac72477.1	950	0.1	0	0	0.002221597276162557
pools_2k_168e074	pools_2k	aac71225.1	aac71253.1	712	0.088	0	186	0.008193757506945704
pools_2k_168e074	pools_2k	aac71225.1	aac71402.1	869	0.10400000000000001	0	0	0.012054615555540799
pools_2k_168e074	pools_2k	aac71225.1	aac71494.1	646	0.08	0	0	0.00569472823413264
pools_2k_168e074	pools_2k	aac71225.1	aac71597.1	585	0.09000000000000001	0	214	0.021034850191172183
pools_2k_168e074	pools_2k	aac71253.1	aac71402.1	1057	0.11000000000000001	0	0	0.004885222681548923
pools_2k_168e074	pools_2k	aac71253.1	aac71494.1	834	0.1	0	0	0.010658973031253238
pools_2k_168e074	pools_2k	aac71253.1	aac71597.1	773	0.176	0	0	0.09133220244365003
pools_2k_168e074	pools_2k	aac71402.1	aac71494.1	991	0.11000000000000001	0	0	0.00936392608378328
pools_2k_168e074	pools_2k	aac71402.1	aac71597.1	930	0.11199999999999999	0	0	0.015637958918588934
pools_2k_168e074	pools_2k	aac71494.1	aac71597.1	707	0.13	0	0	0.05060132207598632
