name	group	pool_nchains	pool_size	chain_ids	fraction_disordered	has_clash	iptm	ptm	ranking_score	chain_iptm	chain_pair_iptm	chain_pair_pae_min	chain_ptm	model0_fraction_disordered	model0_has_clash	model0_iptm	model0_ptm	model0_ranking_score	model0_chain_iptm	model0_chain_pair_iptm	model0_chain_pair_pae_min	model0_chain_ptm	model1_fraction_disordered	model1_has_clash	model1_iptm	model1_ptm	model1_ranking_score	model1_chain_iptm	model1_chain_pair_iptm	model1_chain_pair_pae_min	model1_chain_ptm	model2_fraction_disordered	model2_has_clash	model2_iptm	model2_ptm	model2_ranking_score	model2_chain_iptm	model2_chain_pair_iptm	model2_chain_pair_pae_min	model2_chain_ptm	model3_fraction_disordered	model3_has_clash	model3_iptm	model3_ptm	model3_ranking_score	model3_chain_iptm	model3_chain_pair_iptm	model3_chain_pair_pae_min	model3_chain_ptm	model4_fraction_disordered	model4_has_clash	model4_iptm	model4_ptm	model4_ranking_score	model4_chain_iptm	model4_chain_pair_iptm	model4_chain_pair_pae_min	model4_chain_ptm
pairs_0197d04	pairs	2	393	aac71369.1_aac72461.1	0.46	0.0	0.07	0.55	0.39	[0.07, 0.07]	[[0.77, 0.07], [0.07, 0.24]]	[[0.76, 26.51], [25.97, 0.76]]	[0.77, 0.24]	0.46	0.0	0.07	0.55	0.39	[0.07, 0.07]	[[0.77, 0.07], [0.07, 0.24]]	[[0.76, 26.51], [25.97, 0.76]]	[0.77, 0.24]	0.31	0.0	0.07	0.54	0.32	[0.07, 0.07]	[[0.76, 0.07], [0.07, 0.24]]	[[0.76, 28.13], [27.02, 0.76]]	[0.76, 0.24]	0.46	0.0	0.06	0.54	0.39	[0.06, 0.06]	[[0.77, 0.06], [0.06, 0.25]]	[[0.76, 27.94], [26.9, 0.76]]	[0.77, 0.25]	0.44	0.0	0.07	0.55	0.38	[0.07, 0.07]	[[0.77, 0.07], [0.07, 0.25]]	[[0.76, 26.41], [26.55, 0.76]]	[0.77, 0.25]	0.39	0.0	0.06	0.54	0.35	[0.06, 0.06]	[[0.77, 0.06], [0.06, 0.25]]	[[0.76, 29.42], [28.32, 0.76]]	[0.77, 0.25]
pairs_01a0581	pairs	2	716	aac71338.1_aac71508.1	0.1	0.0	0.15	0.58	0.29	[0.15, 0.15]	[[0.71, 0.15], [0.15, 0.46]]	[[0.76, 22.47], [20.46, 0.76]]	[0.71, 0.46]	0.08	0.0	0.15	0.58	0.28	[0.15, 0.15]	[[0.71, 0.15], [0.15, 0.47]]	[[0.76, 22.52], [20.11, 0.76]]	[0.71, 0.47]	0.08	0.0	0.16	0.58	0.28	[0.16, 0.16]	[[0.71, 0.16], [0.16, 0.48]]	[[0.76, 21.43], [20.16, 0.76]]	[0.71, 0.48]	0.08	0.0	0.15	0.58	0.28	[0.15, 0.15]	[[0.71, 0.15], [0.15, 0.48]]	[[0.76, 21.87], [20.35, 0.76]]	[0.71, 0.48]	0.1	0.0	0.15	0.58	0.29	[0.15, 0.15]	[[0.71, 0.15], [0.15, 0.46]]	[[0.76, 22.47], [20.46, 0.76]]	[0.71, 0.46]	0.07	0.0	0.16	0.58	0.28	[0.16, 0.16]	[[0.71, 0.16], [0.16, 0.47]]	[[0.76, 22.03], [20.9, 0.76]]	[0.71, 0.47]
pairs_01acec5	pairs	2	1045	aac71287.1_aac71579.1	0.03	0.0	0.26	0.49	0.33	[0.26, 0.26]	[[0.53, 0.26], [0.26, 0.65]]	[[0.76, 17.22], [18.88, 0.76]]	[0.53, 0.65]	0.02	0.0	0.14	0.49	0.22	[0.14, 0.14]	[[0.54, 0.14], [0.14, 0.66]]	[[0.76, 27.39], [27.03, 0.76]]	[0.54, 0.66]	0.03	0.0	0.26	0.49	0.33	[0.26, 0.26]	[[0.53, 0.26], [0.26, 0.65]]	[[0.76, 17.22], [18.88, 0.76]]	[0.53, 0.65]	0.01	0.0	0.15	0.49	0.22	[0.15, 0.15]	[[0.53, 0.15], [0.15, 0.64]]	[[0.76, 26.13], [27.56, 0.76]]	[0.53, 0.64]	0.02	0.0	0.17	0.49	0.24	[0.17, 0.17]	[[0.53, 0.17], [0.17, 0.65]]	[[0.76, 24.66], [24.26, 0.76]]	[0.53, 0.65]	0.02	0.0	0.21	0.49	0.28	[0.21, 0.21]	[[0.53, 0.21], [0.21, 0.65]]	[[0.76, 19.86], [19.88, 0.76]]	[0.53, 0.65]
pairs_01b06f0	pairs	2	1017	aac71279.1_aac71523.1	0.01	0.0	0.11	0.4	0.17	[0.11, 0.11]	[[0.51, 0.11], [0.11, 0.86]]	[[0.76, 30.55], [30.36, 0.76]]	[0.51, 0.86]	0.01	0.0	0.11	0.39	0.17	[0.11, 0.11]	[[0.49, 0.11], [0.11, 0.86]]	[[0.76, 30.05], [29.94, 0.76]]	[0.49, 0.86]	0.01	0.0	0.11	0.4	0.17	[0.11, 0.11]	[[0.51, 0.11], [0.11, 0.86]]	[[0.76, 30.55], [30.36, 0.76]]	[0.51, 0.86]	0.01	0.0	0.11	0.38	0.17	[0.11, 0.11]	[[0.49, 0.11], [0.11, 0.86]]	[[0.76, 30.06], [29.92, 0.76]]	[0.49, 0.86]	0.01	0.0	0.11	0.39	0.17	[0.11, 0.11]	[[0.5, 0.11], [0.11, 0.86]]	[[0.76, 30.01], [30.31, 0.76]]	[0.5, 0.86]	0.01	0.0	0.11	0.39	0.17	[0.11, 0.11]	[[0.5, 0.11], [0.11, 0.86]]	[[0.76, 30.24], [29.88, 0.76]]	[0.5, 0.86]
pairs_01b3c2c	pairs	2	351	aac71299.1_aac71389.1	0.0	0.0	0.57	0.69	0.59	[0.57, 0.57]	[[0.6, 0.57], [0.57, 0.77]]	[[0.76, 3.99], [4.39, 0.76]]	[0.6, 0.77]	0.0	0.0	0.55	0.69	0.58	[0.55, 0.55]	[[0.61, 0.55], [0.55, 0.77]]	[[0.76, 4.06], [4.35, 0.76]]	[0.61, 0.77]	0.0	0.0	0.54	0.67	0.56	[0.54, 0.54]	[[0.6, 0.54], [0.54, 0.76]]	[[0.76, 4.65], [5.01, 0.76]]	[0.6, 0.76]	0.0	0.0	0.55	0.68	0.58	[0.55, 0.55]	[[0.61, 0.55], [0.55, 0.77]]	[[0.76, 4.22], [4.79, 0.76]]	[0.61, 0.77]	0.0	0.0	0.57	0.69	0.59	[0.57, 0.57]	[[0.6, 0.57], [0.57, 0.77]]	[[0.76, 3.99], [4.39, 0.76]]	[0.6, 0.77]	0.0	0.0	0.56	0.69	0.59	[0.56, 0.56]	[[0.61, 0.56], [0.56, 0.77]]	[[0.76, 4.17], [4.44, 0.76]]	[0.61, 0.77]
pairs_01b6623	pairs	2	551	aac71515.1_abc59632.1	0.08	0.0	0.3	0.68	0.42	[0.3, 0.3]	[[0.72, 0.3], [0.3, 0.44]]	[[0.76, 14.17], [15.44, 0.76]]	[0.72, 0.44]	0.07	0.0	0.31	0.67	0.41	[0.31, 0.31]	[[0.72, 0.31], [0.31, 0.43]]	[[0.76, 14.5], [15.15, 0.76]]	[0.72, 0.43]	0.06	0.0	0.3	0.67	0.4	[0.3, 0.3]	[[0.72, 0.3], [0.3, 0.45]]	[[0.76, 15.27], [15.92, 0.76]]	[0.72, 0.45]	0.08	0.0	0.3	0.68	0.41	[0.3, 0.3]	[[0.72, 0.3], [0.3, 0.44]]	[[0.76, 15.37], [15.11, 0.76]]	[0.72, 0.44]	0.07	0.0	0.29	0.68	0.41	[0.29, 0.29]	[[0.73, 0.29], [0.29, 0.44]]	[[0.76, 14.58], [15.9, 0.76]]	[0.73, 0.44]	0.08	0.0	0.3	0.68	0.42	[0.3, 0.3]	[[0.72, 0.3], [0.3, 0.44]]	[[0.76, 14.17], [15.44, 0.76]]	[0.72, 0.44]
pairs_01cca4b	pairs	2	175	aac71393.1_aac71518.1	0.0	0.0	0.16	0.62	0.25	[0.16, 0.16]	[[0.61, 0.16], [0.16, 0.73]]	[[0.76, 17.71], [19.5, 0.76]]	[0.61, 0.73]	0.0	0.0	0.13	0.62	0.23	[0.13, 0.13]	[[0.6, 0.13], [0.13, 0.73]]	[[0.76, 18.32], [19.04, 0.76]]	[0.6, 0.73]	0.0	0.0	0.12	0.59	0.21	[0.12, 0.12]	[[0.63, 0.12], [0.12, 0.69]]	[[0.76, 19.92], [21.4, 0.76]]	[0.63, 0.69]	0.0	0.0	0.16	0.62	0.25	[0.16, 0.16]	[[0.61, 0.16], [0.16, 0.73]]	[[0.76, 17.71], [19.5, 0.76]]	[0.61, 0.73]	0.0	0.0	0.15	0.6	0.24	[0.15, 0.15]	[[0.62, 0.15], [0.15, 0.7]]	[[0.76, 18.88], [20.04, 0.76]]	[0.62, 0.7]	0.0	0.0	0.15	0.66	0.25	[0.15, 0.15]	[[0.63, 0.15], [0.15, 0.78]]	[[0.76, 19.79], [20.38, 0.76]]	[0.63, 0.78]
pairs_01d5700	pairs	2	451	aac71308.1_aac72455.1	0.24	0.0	0.29	0.59	0.47	[0.29, 0.29]	[[0.42, 0.29], [0.29, 0.87]]	[[0.76, 10.99], [9.61, 0.76]]	[0.42, 0.87]	0.24	0.0	0.28	0.58	0.46	[0.28, 0.28]	[[0.42, 0.28], [0.28, 0.87]]	[[0.76, 11.59], [9.72, 0.76]]	[0.42, 0.87]	0.22	0.0	0.27	0.58	0.44	[0.27, 0.27]	[[0.42, 0.27], [0.27, 0.87]]	[[0.76, 11.22], [9.63, 0.76]]	[0.42, 0.87]	0.22	0.0	0.3	0.59	0.46	[0.3, 0.3]	[[0.42, 0.3], [0.3, 0.87]]	[[0.76, 11.6], [9.38, 0.76]]	[0.42, 0.87]	0.15	0.0	0.07	0.52	0.24	[0.07, 0.07]	[[0.46, 0.07], [0.07, 0.86]]	[[0.76, 25.61], [23.67, 0.76]]	[0.46, 0.86]	0.24	0.0	0.29	0.59	0.47	[0.29, 0.29]	[[0.42, 0.29], [0.29, 0.87]]	[[0.76, 10.99], [9.61, 0.76]]	[0.42, 0.87]
pairs_01e0272	pairs	2	1698	aac71358.1_aac71406.1	0.0	0.0	0.18	0.56	0.25	[0.18, 0.18]	[[0.73, 0.18], [0.18, 0.62]]	[[0.76, 26.7], [27.1, 0.76]]	[0.73, 0.62]	0.01	0.0	0.16	0.56	0.25	[0.16, 0.16]	[[0.73, 0.16], [0.16, 0.62]]	[[0.76, 28.81], [28.11, 0.76]]	[0.73, 0.62]	0.0	0.0	0.18	0.56	0.25	[0.18, 0.18]	[[0.73, 0.18], [0.18, 0.62]]	[[0.76, 26.71], [27.04, 0.76]]	[0.73, 0.62]	0.0	0.0	0.17	0.56	0.25	[0.17, 0.17]	[[0.73, 0.17], [0.17, 0.62]]	[[0.76, 27.83], [27.79, 0.76]]	[0.73, 0.62]	0.0	0.0	0.16	0.56	0.24	[0.16, 0.16]	[[0.74, 0.16], [0.16, 0.62]]	[[0.76, 28.9], [28.38, 0.76]]	[0.74, 0.62]	0.0	0.0	0.18	0.56	0.25	[0.18, 0.18]	[[0.73, 0.18], [0.18, 0.62]]	[[0.76, 26.7], [27.1, 0.76]]	[0.73, 0.62]
pairs_01e071d	pairs	2	741	aac71369.1_aac72482.1	0.06	0.0	0.14	0.57	0.26	[0.14, 0.14]	[[0.68, 0.14], [0.14, 0.75]]	[[0.76, 25.92], [23.51, 0.76]]	[0.68, 0.75]	0.07	0.0	0.13	0.56	0.25	[0.13, 0.13]	[[0.68, 0.13], [0.13, 0.75]]	[[0.76, 26.38], [24.57, 0.76]]	[0.68, 0.75]	0.06	0.0	0.13	0.56	0.24	[0.13, 0.13]	[[0.68, 0.13], [0.13, 0.75]]	[[0.76, 25.84], [24.37, 0.76]]	[0.68, 0.75]	0.07	0.0	0.13	0.56	0.25	[0.13, 0.13]	[[0.68, 0.13], [0.13, 0.75]]	[[0.76, 27.03], [24.58, 0.76]]	[0.68, 0.75]	0.06	0.0	0.14	0.57	0.26	[0.14, 0.14]	[[0.68, 0.14], [0.14, 0.75]]	[[0.76, 25.92], [23.51, 0.76]]	[0.68, 0.75]	0.07	0.0	0.13	0.56	0.25	[0.13, 0.13]	[[0.68, 0.13], [0.13, 0.75]]	[[0.76, 26.29], [24.36, 0.76]]	[0.68, 0.75]
pairs_01ea412	pairs	2	1493	aac71287.1_aac71406.1	0.03	0.0	0.26	0.42	0.31	[0.26, 0.26]	[[0.52, 0.26], [0.26, 0.67]]	[[0.76, 20.93], [20.89, 0.76]]	[0.52, 0.67]	0.03	0.0	0.26	0.42	0.31	[0.26, 0.26]	[[0.52, 0.26], [0.26, 0.67]]	[[0.76, 20.93], [20.89, 0.76]]	[0.52, 0.67]	0.02	0.0	0.25	0.42	0.29	[0.25, 0.25]	[[0.52, 0.25], [0.25, 0.66]]	[[0.76, 21.13], [21.34, 0.76]]	[0.52, 0.66]	0.03	0.0	0.26	0.43	0.31	[0.26, 0.26]	[[0.53, 0.26], [0.26, 0.66]]	[[0.76, 20.7], [20.93, 0.76]]	[0.53, 0.66]	0.01	0.0	0.27	0.42	0.3	[0.27, 0.27]	[[0.52, 0.27], [0.27, 0.67]]	[[0.76, 20.2], [20.1, 0.76]]	[0.52, 0.67]	0.02	0.0	0.23	0.42	0.28	[0.23, 0.23]	[[0.53, 0.23], [0.23, 0.67]]	[[0.76, 21.19], [21.42, 0.76]]	[0.53, 0.67]
pairs_01ebe72	pairs	2	783	aac71335.1_aac71357.1	0.07	0.0	0.18	0.58	0.29	[0.18, 0.18]	[[0.26, 0.18], [0.18, 0.74]]	[[0.76, 19.93], [19.84, 0.76]]	[0.26, 0.74]	0.09	0.0	0.13	0.58	0.27	[0.13, 0.13]	[[0.26, 0.13], [0.13, 0.74]]	[[0.76, 24.21], [25.16, 0.76]]	[0.26, 0.74]	0.1	0.0	0.13	0.58	0.27	[0.13, 0.13]	[[0.26, 0.13], [0.13, 0.74]]	[[0.76, 18.95], [19.78, 0.76]]	[0.26, 0.74]	0.07	0.0	0.18	0.58	0.29	[0.18, 0.18]	[[0.26, 0.18], [0.18, 0.74]]	[[0.76, 19.93], [19.84, 0.76]]	[0.26, 0.74]	0.07	0.0	0.12	0.58	0.25	[0.12, 0.12]	[[0.25, 0.12], [0.12, 0.74]]	[[0.76, 20.07], [20.97, 0.76]]	[0.25, 0.74]	0.07	0.0	0.15	0.58	0.27	[0.15, 0.15]	[[0.22, 0.15], [0.15, 0.74]]	[[0.76, 20.43], [19.68, 0.76]]	[0.22, 0.74]
pairs_01f19de	pairs	2	490	aac71223.1_aac71612.1	0.0	0.0	0.21	0.52	0.27	[0.21, 0.21]	[[0.8, 0.21], [0.21, 0.9]]	[[0.76, 20.68], [20.68, 0.76]]	[0.8, 0.9]	0.0	0.0	0.16	0.53	0.24	[0.16, 0.16]	[[0.78, 0.16], [0.16, 0.9]]	[[0.76, 21.13], [18.65, 0.76]]	[0.78, 0.9]	0.0	0.0	0.19	0.53	0.26	[0.19, 0.19]	[[0.79, 0.19], [0.19, 0.91]]	[[0.76, 20.02], [17.89, 0.76]]	[0.79, 0.91]	0.0	0.0	0.16	0.52	0.23	[0.16, 0.16]	[[0.78, 0.16], [0.16, 0.9]]	[[0.76, 21.42], [18.89, 0.76]]	[0.78, 0.9]	0.0	0.0	0.21	0.52	0.27	[0.21, 0.21]	[[0.8, 0.21], [0.21, 0.9]]	[[0.76, 20.68], [20.68, 0.76]]	[0.8, 0.9]	0.0	0.0	0.14	0.51	0.22	[0.14, 0.14]	[[0.8, 0.14], [0.14, 0.9]]	[[0.76, 22.47], [23.55, 0.76]]	[0.8, 0.9]
pairs_01f3910	pairs	2	1085	aac71283.1_aac71360.1	0.02	0.0	0.16	0.38	0.21	[0.16, 0.16]	[[0.62, 0.16], [0.16, 0.53]]	[[0.76, 23.11], [24.51, 0.76]]	[0.62, 0.53]	0.02	0.0	0.15	0.39	0.21	[0.15, 0.15]	[[0.63, 0.15], [0.15, 0.54]]	[[0.76, 24.77], [24.23, 0.76]]	[0.63, 0.54]	0.02	0.0	0.13	0.39	0.19	[0.13, 0.13]	[[0.63, 0.13], [0.13, 0.53]]	[[0.76, 27.2], [28.18, 0.76]]	[0.63, 0.53]	0.02	0.0	0.15	0.38	0.2	[0.15, 0.15]	[[0.63, 0.15], [0.15, 0.53]]	[[0.76, 23.63], [26.22, 0.76]]	[0.63, 0.53]	0.02	0.0	0.16	0.38	0.21	[0.16, 0.16]	[[0.62, 0.16], [0.16, 0.53]]	[[0.76, 23.11], [24.51, 0.76]]	[0.62, 0.53]	0.02	0.0	0.13	0.37	0.19	[0.13, 0.13]	[[0.63, 0.13], [0.13, 0.49]]	[[0.76, 26.49], [27.71, 0.76]]	[0.63, 0.49]
pairs_0210663	pairs	2	2425	aac71437.1_aac71462.1	0.08	0.0	0.3	0.36	0.35	[0.3, 0.3]	[[0.21, 0.3], [0.3, 0.73]]	[[0.76, 16.34], [13.5, 0.76]]	[0.21, 0.73]	0.06	1.0	0.32	0.36	-99.64	[0.32, 0.32]	[[0.21, 0.32], [0.32, 0.74]]	[[0.76, 15.47], [12.99, 0.76]]	[0.21, 0.74]	0.06	1.0	0.31	0.36	-99.65	[0.31, 0.31]	[[0.21, 0.31], [0.31, 0.74]]	[[0.76, 15.61], [12.83, 0.76]]	[0.21, 0.74]	0.08	0.0	0.3	0.36	0.35	[0.3, 0.3]	[[0.21, 0.3], [0.3, 0.73]]	[[0.76, 16.34], [13.5, 0.76]]	[0.21, 0.73]	0.02	1.0	0.27	0.36	-99.7	[0.27, 0.27]	[[0.22, 0.27], [0.27, 0.73]]	[[0.76, 17.21], [13.43, 0.76]]	[0.22, 0.73]	0.02	1.0	0.2	0.35	-99.76	[0.2, 0.2]	[[0.21, 0.2], [0.2, 0.73]]	[[0.76, 23.12], [23.89, 0.76]]	[0.21, 0.73]
pairs_0212aaa	pairs	2	506	aac71228.1_aac71429.1	0.07	0.0	0.21	0.55	0.31	[0.21, 0.21]	[[0.84, 0.21], [0.21, 0.33]]	[[0.76, 19.17], [18.72, 0.76]]	[0.84, 0.33]	0.11	0.0	0.09	0.54	0.24	[0.09, 0.09]	[[0.84, 0.09], [0.09, 0.33]]	[[0.76, 26.77], [22.7, 0.76]]	[0.84, 0.33]	0.12	0.0	0.17	0.55	0.31	[0.17, 0.17]	[[0.84, 0.17], [0.17, 0.32]]	[[0.76, 21.46], [19.41, 0.76]]	[0.84, 0.32]	0.07	0.0	0.21	0.55	0.31	[0.21, 0.21]	[[0.84, 0.21], [0.21, 0.33]]	[[0.76, 19.17], [18.72, 0.76]]	[0.84, 0.33]	0.11	0.0	0.11	0.54	0.26	[0.11, 0.11]	[[0.84, 0.11], [0.11, 0.33]]	[[0.76, 23.18], [22.23, 0.76]]	[0.84, 0.33]	0.08	0.0	0.12	0.54	0.24	[0.12, 0.12]	[[0.84, 0.12], [0.12, 0.33]]	[[0.76, 24.25], [20.69, 0.76]]	[0.84, 0.33]
pairs_0215610	pairs	2	838	aac71285.1_aac71573.1	0.18	0.0	0.5	0.58	0.61	[0.5, 0.5]	[[0.81, 0.5], [0.5, 0.64]]	[[0.76, 7.81], [6.0, 0.76]]	[0.81, 0.64]	0.16	0.0	0.37	0.58	0.49	[0.37, 0.37]	[[0.82, 0.37], [0.37, 0.65]]	[[0.76, 10.49], [9.92, 0.76]]	[0.82, 0.65]	0.16	0.0	0.51	0.58	0.61	[0.51, 0.51]	[[0.81, 0.51], [0.51, 0.65]]	[[0.76, 7.05], [5.62, 0.76]]	[0.81, 0.65]	0.17	0.0	0.5	0.58	0.6	[0.5, 0.5]	[[0.81, 0.5], [0.5, 0.65]]	[[0.76, 8.25], [5.83, 0.76]]	[0.81, 0.65]	0.17	0.0	0.46	0.58	0.57	[0.46, 0.46]	[[0.81, 0.46], [0.46, 0.64]]	[[0.76, 8.51], [6.62, 0.76]]	[0.81, 0.64]	0.18	0.0	0.5	0.58	0.61	[0.5, 0.5]	[[0.81, 0.5], [0.5, 0.64]]	[[0.76, 7.81], [6.0, 0.76]]	[0.81, 0.64]
pairs_022aa72	pairs	2	849	aac71231.1_aac71326.1	0.01	0.0	0.14	0.48	0.21	[0.14, 0.14]	[[0.59, 0.14], [0.14, 0.82]]	[[0.76, 25.39], [23.64, 0.76]]	[0.59, 0.82]	0.0	0.0	0.12	0.48	0.19	[0.12, 0.12]	[[0.6, 0.12], [0.12, 0.82]]	[[0.76, 28.01], [28.66, 0.76]]	[0.6, 0.82]	0.0	0.0	0.13	0.48	0.2	[0.13, 0.13]	[[0.6, 0.13], [0.13, 0.82]]	[[0.76, 26.63], [24.54, 0.76]]	[0.6, 0.82]	0.01	0.0	0.14	0.48	0.21	[0.14, 0.14]	[[0.59, 0.14], [0.14, 0.82]]	[[0.76, 25.39], [23.64, 0.76]]	[0.59, 0.82]	0.0	0.0	0.13	0.48	0.2	[0.13, 0.13]	[[0.59, 0.13], [0.13, 0.82]]	[[0.76, 25.93], [25.22, 0.76]]	[0.59, 0.82]	0.0	0.0	0.13	0.47	0.2	[0.13, 0.13]	[[0.59, 0.13], [0.13, 0.82]]	[[0.76, 26.35], [24.96, 0.76]]	[0.59, 0.82]
pairs_022cec1	pairs	2	593	aac71430.1_aac71471.1	0.05	0.0	0.28	0.73	0.39	[0.28, 0.28]	[[0.4, 0.28], [0.28, 0.87]]	[[0.76, 16.47], [16.96, 0.76]]	[0.4, 0.87]	0.05	0.0	0.24	0.72	0.36	[0.24, 0.24]	[[0.39, 0.24], [0.24, 0.87]]	[[0.76, 18.99], [17.61, 0.76]]	[0.39, 0.87]	0.05	0.0	0.28	0.73	0.39	[0.28, 0.28]	[[0.4, 0.28], [0.28, 0.87]]	[[0.76, 16.47], [16.96, 0.76]]	[0.4, 0.87]	0.04	0.0	0.24	0.72	0.36	[0.24, 0.24]	[[0.4, 0.24], [0.24, 0.87]]	[[0.76, 19.14], [17.54, 0.76]]	[0.4, 0.87]	0.05	0.0	0.25	0.72	0.37	[0.25, 0.25]	[[0.4, 0.25], [0.25, 0.87]]	[[0.76, 18.13], [17.46, 0.76]]	[0.4, 0.87]	0.05	0.0	0.15	0.7	0.28	[0.15, 0.15]	[[0.39, 0.15], [0.15, 0.87]]	[[0.76, 21.73], [19.56, 0.76]]	[0.39, 0.87]
pairs_022da67	pairs	2	932	aac71431.1_abc59634.1	0.08	0.0	0.2	0.38	0.28	[0.2, 0.2]	[[0.85, 0.2], [0.2, 0.47]]	[[0.76, 21.87], [20.23, 0.76]]	[0.85, 0.47]	0.08	0.0	0.2	0.38	0.28	[0.2, 0.2]	[[0.85, 0.2], [0.2, 0.47]]	[[0.76, 21.87], [20.23, 0.76]]	[0.85, 0.47]	0.09	0.0	0.12	0.38	0.22	[0.12, 0.12]	[[0.84, 0.12], [0.12, 0.46]]	[[0.76, 24.92], [27.97, 0.76]]	[0.84, 0.46]	0.09	0.0	0.16	0.38	0.25	[0.16, 0.16]	[[0.84, 0.16], [0.16, 0.45]]	[[0.76, 19.1], [23.46, 0.76]]	[0.84, 0.45]	0.09	0.0	0.12	0.38	0.22	[0.12, 0.12]	[[0.84, 0.12], [0.12, 0.45]]	[[0.76, 23.23], [25.05, 0.76]]	[0.84, 0.45]	0.09	0.0	0.12	0.37	0.22	[0.12, 0.12]	[[0.84, 0.12], [0.12, 0.45]]	[[0.76, 23.84], [25.53, 0.76]]	[0.84, 0.45]
pairs_023f1af	pairs	2	1011	aac71289.1_aac71579.1	0.0	0.0	0.16	0.63	0.25	[0.16, 0.16]	[[0.69, 0.16], [0.16, 0.64]]	[[0.76, 25.69], [24.98, 0.76]]	[0.69, 0.64]	0.0	0.0	0.16	0.63	0.25	[0.16, 0.16]	[[0.69, 0.16], [0.16, 0.64]]	[[0.76, 25.69], [24.98, 0.76]]	[0.69, 0.64]	0.0	0.0	0.15	0.63	0.25	[0.15, 0.15]	[[0.69, 0.15], [0.15, 0.65]]	[[0.76, 25.5], [24.86, 0.76]]	[0.69, 0.65]	0.0	0.0	0.15	0.62	0.25	[0.15, 0.15]	[[0.69, 0.15], [0.15, 0.63]]	[[0.76, 25.76], [25.61, 0.76]]	[0.69, 0.63]	0.0	0.0	0.15	0.63	0.25	[0.15, 0.15]	[[0.69, 0.15], [0.15, 0.64]]	[[0.76, 25.87], [25.47, 0.76]]	[0.69, 0.64]	0.0	0.0	0.12	0.62	0.22	[0.12, 0.12]	[[0.68, 0.12], [0.12, 0.64]]	[[0.76, 28.94], [28.34, 0.76]]	[0.68, 0.64]
pairs_0270315	pairs	2	376	aac71429.1_aac71636.1	0.12	0.0	0.22	0.45	0.33	[0.22, 0.22]	[[0.33, 0.22], [0.22, 0.86]]	[[0.76, 13.28], [14.68, 0.76]]	[0.33, 0.86]	0.16	0.0	0.2	0.45	0.33	[0.2, 0.2]	[[0.32, 0.2], [0.2, 0.87]]	[[0.76, 13.37], [15.83, 0.76]]	[0.32, 0.87]	0.09	0.0	0.2	0.45	0.29	[0.2, 0.2]	[[0.33, 0.2], [0.2, 0.87]]	[[0.76, 12.96], [15.73, 0.76]]	[0.33, 0.87]	0.13	0.0	0.21	0.45	0.32	[0.21, 0.21]	[[0.31, 0.21], [0.21, 0.87]]	[[0.76, 12.92], [14.75, 0.76]]	[0.31, 0.87]	0.11	0.0	0.16	0.44	0.27	[0.16, 0.16]	[[0.3, 0.16], [0.16, 0.86]]	[[0.76, 13.12], [18.32, 0.76]]	[0.3, 0.86]	0.12	0.0	0.22	0.45	0.33	[0.22, 0.22]	[[0.33, 0.22], [0.22, 0.86]]	[[0.76, 13.28], [14.68, 0.76]]	[0.33, 0.86]
pairs_0276a10	pairs	2	318	aac71308.1_aac71621.1	0.37	0.0	0.05	0.29	0.28	[0.05, 0.05]	[[0.39, 0.05], [0.05, 0.56]]	[[0.76, 29.78], [29.1, 0.76]]	[0.39, 0.56]	0.29	0.0	0.04	0.29	0.24	[0.04, 0.04]	[[0.38, 0.04], [0.04, 0.57]]	[[0.76, 31.47], [31.45, 0.76]]	[0.38, 0.57]	0.33	0.0	0.05	0.28	0.26	[0.05, 0.05]	[[0.37, 0.05], [0.05, 0.57]]	[[0.76, 30.39], [29.58, 0.76]]	[0.37, 0.57]	0.37	0.0	0.05	0.29	0.28	[0.05, 0.05]	[[0.39, 0.05], [0.05, 0.56]]	[[0.76, 29.78], [29.1, 0.76]]	[0.39, 0.56]	0.36	0.0	0.04	0.29	0.27	[0.04, 0.04]	[[0.39, 0.04], [0.04, 0.56]]	[[0.76, 31.38], [31.44, 0.76]]	[0.39, 0.56]	0.33	0.0	0.05	0.29	0.26	[0.05, 0.05]	[[0.38, 0.05], [0.05, 0.56]]	[[0.76, 30.15], [29.76, 0.76]]	[0.38, 0.56]
pairs_0279dba	pairs	2	758	aac71285.1_aac71472.1	0.05	0.0	0.19	0.63	0.31	[0.19, 0.19]	[[0.82, 0.19], [0.19, 0.8]]	[[0.76, 21.33], [24.59, 0.76]]	[0.82, 0.8]	0.05	0.0	0.19	0.63	0.3	[0.19, 0.19]	[[0.82, 0.19], [0.19, 0.8]]	[[0.76, 21.51], [24.95, 0.76]]	[0.82, 0.8]	0.05	0.0	0.11	0.6	0.23	[0.11, 0.11]	[[0.82, 0.11], [0.11, 0.8]]	[[0.76, 28.89], [26.27, 0.76]]	[0.82, 0.8]	0.05	0.0	0.16	0.62	0.27	[0.16, 0.16]	[[0.82, 0.16], [0.16, 0.8]]	[[0.76, 20.18], [25.69, 0.76]]	[0.82, 0.8]	0.04	0.0	0.19	0.64	0.3	[0.19, 0.19]	[[0.82, 0.19], [0.19, 0.79]]	[[0.76, 21.17], [24.5, 0.76]]	[0.82, 0.79]	0.05	0.0	0.19	0.63	0.31	[0.19, 0.19]	[[0.82, 0.19], [0.19, 0.8]]	[[0.76, 21.33], [24.59, 0.76]]	[0.82, 0.8]
